name,symbol,price,day,time,date,minute
Acuityads Holdings Inc,AT,1.975,Thursday,12:46,20200924,1245
Argonaut Gold Inc,AR,3.135,Thursday,12:46,20200924,1245
Aurora Cannabis Inc,ACB,5.21,Thursday,12:46,20200924,1245
Apollo Healthcare Corp.,AHC,1.375,Thursday,12:46,20200924,1245
Agjunction Inc,AJX,9.16,Thursday,12:46,20200924,1245
Aphria Inc,APHA,4.28,Thursday,12:46,20200924,1245
Atrium Mortgage Investment Corp,AI,2.65,Thursday,12:46,20200924,1245
Anglo Pacific Group Plc,APY,10.34,Thursday,12:46,20200924,1245
Intellipharmaceutics International Inc,IPCI,0.2106,Thursday,12:46,20200924,1245
Intertape Polymer,ITP,0.474,Thursday,12:46,20200924,1245
Imperial Metals Corp,III,2.022,Thursday,12:46,20200924,1245
Industrial Alliance Ins & Fin Srv Inc,IAG,3.79,Thursday,12:46,20200924,1245
Alexco Resource Corp,AXU,2.705,Thursday,12:46,20200924,1245
Auryn Resources Inc,AUG,1.9343,Thursday,12:46,20200924,1245
First Mining Gold Corp,FF,11.48,Thursday,12:46,20200924,1245
CI First Asset European Bank ETF,FHB,14.6,Thursday,12:46,20200924,1245
Imperial Oil,IMO,12.61,Thursday,12:46,20200924,1245
Franklin Libertyqt Intl Eqt Index ETF,FLDM,7.25,Thursday,12:46,20200924,1245
Imv Inc.,IMV,4.32,Thursday,12:46,20200924,1245
CI First Asset Shrt Term Govt Bond Indx,FGB,2.3473,Thursday,12:46,20200924,1245
Cameco Corp,CCO,0.93,Thursday,12:46,20200924,1245
Evolve Automobile Innovation Idx Hgd ETF,CARS,7.81,Thursday,12:46,20200924,1245
Ishares 1-10 Yr Laddered Corp Bond ETF,CBH,8.89,Thursday,12:46,20200924,1245
Fortune Mnrl J,FT,6.83,Thursday,12:46,20200924,1245
CIBC Global Growth ETF,CGLO,4.96,Thursday,12:46,20200924,1245
Chesswood Group Limited,CHW,7.92,Thursday,12:46,20200924,1245
CI Financial Corp,CIX,13.77,Thursday,12:46,20200924,1245
Clearwater Seafoods Incorporated,CLR,12.72,Thursday,12:46,20200924,1245
CI Marret Alternative Enhanced Yield ETF,CMEY,0.0001,Thursday,12:46,20200924,1245
BMO Global Communications Index ETF,COMM,8.4,Thursday,12:46,20200924,1245
Ishares 1-5Yr Laddered Corp Bond ETF,CBO,13.3,Thursday,12:46,20200924,1245
Canarc Res J,CCM,2.0,Thursday,12:46,20200924,1245
Ishares 1-5 Yr Ladder Govt Bond ETF,CLF,5.76,Thursday,12:46,20200924,1245
Capstone Mining Corp,CS,9.62,Thursday,12:46,20200924,1245
Champion Iron Limited,CIA,5.32,Thursday,12:46,20200924,1245
Cae Inc,CAE,14.06,Thursday,12:46,20200924,1245
Celestica Inc Sv,CLS,7.07,Thursday,12:46,20200924,1245
CI Global Real Asset Private Pool ETF,CGRA,0.0035,Thursday,12:46,20200924,1245
Cronos Group Inc,CRON,5.16,Thursday,12:46,20200924,1245
Ishares Global Monthly Dividend ETF,CYH,3.775,Thursday,12:46,20200924,1245
Cenovus Energy Inc,CVE,3.94,Thursday,12:46,20200924,1245
Crescent Point Energy Corp,CPG,1.28,Thursday,12:46,20200924,1245
Just Energy Group Inc,JE,0.5,Thursday,12:46,20200924,1245
Lithium Americas Corp,LAC,7.4,Thursday,12:46,20200924,1245
Obsidian Energy Ltd,OBE,0.163,Thursday,12:46,20200924,1245
Evolve Global Healthcare Enhance Yld ETF,LIFE,3.8391,Thursday,12:46,20200924,1245
Keyera Corp,KEY,11.61,Thursday,12:46,20200924,1245
Organigram Holdings Inc,OGI,1.09,Thursday,12:46,20200924,1245
Quarterhill Inc,QTRH,1.2,Thursday,12:46,20200924,1245
Magna International Inc,MG,3.85,Thursday,12:46,20200924,1245
Excelsior Mining Corp,MIN,3.8,Thursday,12:46,20200924,1245
Ovintiv Inc,OVV,8.76,Thursday,12:46,20200924,1245
Osisko Gold Royalties Ltd,OR,11.69,Thursday,12:46,20200924,1245
Mav Beauty Brands Inc,MAV,10.76,Thursday,12:46,20200924,1245
Mcewen Mining Inc,MUX,1.0,Thursday,12:46,20200924,1245
Mullen Group Ltd,MTL,1.52,Thursday,12:46,20200924,1245
Mackenzie Max Dvrs US Index ETF,MUS,12.51,Thursday,12:46,20200924,1245
Manulife Fin,MFC,13.7,Thursday,12:46,20200924,1245
Methanex Corp,MX,13.16,Thursday,12:46,20200924,1245
Horizons Active Ai Global Equity ETF,MIND,2.05,Thursday,12:46,20200924,1245
Mogo Inc,MOGO,1.4567,Thursday,12:46,20200924,1245
Mackenzie Floating Rate Income ETF,MFT,13.34,Thursday,12:46,20200924,1245
New Millennium Iron Corp,NML,2.3651,Thursday,12:46,20200924,1245
Medicenna Therapeutics Corp,MDNA,3.755,Thursday,12:46,20200924,1245
Nexj Systems Inc,NXJ,13.49,Thursday,12:46,20200924,1245
Nextsource Materials Inc,NEXT,2.845,Thursday,12:46,20200924,1245
Nexgen Energy Ltd,NXE,1.65,Thursday,12:46,20200924,1245
Nexa Resources S.A.,NEXA,6.03,Thursday,12:46,20200924,1245
Neptune Wellness Solutions Inc,NEPT,2.22,Thursday,12:46,20200924,1245
Neovasc Inc,NVCN,2.06,Thursday,12:46,20200924,1245
Canopy Rivers Inc,RIV,14.39,Thursday,12:46,20200924,1245
New Gold Inc,NGD,1.68,Thursday,12:46,20200924,1245
RBC Target 2021 Corp Bond Index ETF,RQI,10.81,Thursday,12:46,20200924,1245
Resolute Forest Products Inc,RFP,4.38,Thursday,12:46,20200924,1245
RBC Quant Global Infras Leaders ETF,RIG,0.9107,Thursday,12:46,20200924,1245
Sprott Physical Gold Trust CAD,PHYS,14.98,Thursday,12:46,20200924,1245
Powershares 1 To 3 Yr Lad Float Rate ETF,PFL,9.95,Thursday,12:46,20200924,1245
RBC US Banks Yield Index ETF CAD,RUBY,4.6,Thursday,12:46,20200924,1245
Prairie Provident Resources Inc,PPR,4.455,Thursday,12:46,20200924,1245
Purpose Multi Strategy Mkt Neutral Fund,PMM,7.72,Thursday,12:46,20200924,1245
RBC Quant Emrg Mkts Div Leaders ETF,RXD,12.6,Thursday,12:46,20200924,1245
CPI Card Group Inc,PMTS,1.86,Thursday,12:46,20200924,1245
Platinum Group Metals Ltd,PTM,10.47,Thursday,12:46,20200924,1245
Purpose Intl Dividend Fund ETF,PID,12.52,Thursday,12:46,20200924,1245
Peyto Exploration and Dvlpmnt Corp,PEY,13.98,Thursday,12:46,20200924,1245
Pretium Resources Inc,PVG,12.58,Thursday,12:46,20200924,1245
Purpose Best Ideas Fund ETF,PBI,5.07,Thursday,12:46,20200924,1245
Sentry Select Primary Metals Corp,PME,1.41,Thursday,12:46,20200924,1245
Picton Mahoney Multi Strat Alt Fund ETF,PFMS,0.003,Thursday,12:46,20200924,1245
Purpose Enhanced Dividend Fund ETF,PDIV,0.06,Thursday,12:46,20200924,1245
Phx Energy Services Corp,PHX,1.66,Thursday,12:46,20200924,1245
Primo Water Corporation,PRMW,13.85,Thursday,12:46,20200924,1245
Trisura Group Ltd,TSU,12.23,Thursday,12:46,20200924,1245
Tecsys Inc J,TCS,6.28,Thursday,12:46,20200924,1245
Purpose Diversified Real Asset Fund ETF,PRA,14.49,Thursday,12:46,20200924,1245
Americas Silver Corp,USA,5.8,Thursday,12:46,20200924,1245
Transatlantic Petroleum Ltd,TNP,7.3,Thursday,12:46,20200924,1245
Trillium Therapeutics Inc,TRIL,13.75,Thursday,12:46,20200924,1245
TD S&P TSX Capped Comp Index ETF,TTP,12.01,Thursday,12:46,20200924,1245
Trevali Mining Corp,TV,6.24,Thursday,12:46,20200924,1245
Vermilion Energy Inc,VET,2.56,Thursday,12:46,20200924,1245
Turquoise Hill Resources Ltd,TRQ,0.825,Thursday,12:46,20200924,1245
Westport Fuel Systems Inc,WPRT,1.655,Thursday,12:46,20200924,1245
Village Farms International Inc,VFF,4.88,Thursday,12:46,20200924,1245
Vista Gold Corp,VGZ,1.095,Thursday,12:46,20200924,1245
The Second Cup Ltd,SCU,11.05,Thursday,12:46,20200924,1245
Scotia Strategic Intl Eqty ETF Portfolio,SINT,1.7606,Thursday,12:46,20200924,1245
Silvercorp Metals Inc,SVM,7.1,Thursday,12:46,20200924,1245
CI First Asset US Trendleaders ETF,SID,2.875,Thursday,12:46,20200924,1245
Suncor Energy Inc,SU,12.64,Thursday,12:46,20200924,1245
Stella Jones Inc,SJ,6.08,Thursday,12:46,20200924,1245
Ishares MSCI EAFE Index ETF,XIN,1.75,Thursday,12:46,20200924,1245
Sandstorm Gold Ltd,SSL,7.43,Thursday,12:46,20200924,1245
Tmx Group Limited,X,7.11,Thursday,12:46,20200924,1245
Galiano Gold Inc,GAU,1.375,Thursday,12:49,20200924,1248
Geodrill Limited,GEO,10.72,Thursday,12:49,20200924,1248
Glg Life Tech Corp,GLG,2.38,Thursday,12:49,20200924,1248
General Moly Inc,GMO,0.1169,Thursday,12:49,20200924,1248
Gran Tierra Energy Inc,GTE,0.2502,Thursday,12:49,20200924,1248
Goodfellow Inc,GDL,8.4,Thursday,12:49,20200924,1248
Global Atomic Corp,GLO,9.01,Thursday,12:49,20200924,1248
Horizons Active CDN Dividend ETF,HAL,12.36,Thursday,12:49,20200924,1248
Hudbay Minerals Inc,HBM,3.9,Thursday,12:49,20200924,1248
Gold Standard Ventures Corp,GSV,0.7303,Thursday,12:49,20200924,1248
Horizons Enhanced Income Gold Prod ETF,HEP,12.46,Thursday,12:49,20200924,1248
Betapro S&P TSX 60 Daily Inverse ETF,HIX,6.44,Thursday,12:49,20200924,1248
Horizons Active Pref Share ETF,HPR,0.2526,Thursday,12:49,20200924,1248
Hexo Corp,HEXO,0.6384,Thursday,12:49,20200924,1248
Helix Biopharm,HBP,2.14,Thursday,12:49,20200924,1248
Accelerate Absolute Return Hdg Fund ETF,HDGE,4.5889999999999995,Thursday,12:49,20200924,1248
Horizons Resolve Adptv Asset Alloc ETF,HRAA,0.0061,Thursday,12:49,20200924,1248
Horizons Active High Yield Bond ETF,HYI,14.0,Thursday,12:49,20200924,1248
Dbox Technologies Inc,DBO,7.16,Thursday,12:49,20200924,1248
Dividend Select 15 Corp,DS,1.1899,Thursday,12:49,20200924,1248
First Trust Indxx Innov Trans Proc ETF,BLCK,1.1,Thursday,12:49,20200924,1248
Bellus Health Inc,BLU,2.15,Thursday,12:49,20200924,1248
Diversified Royalty Corp,DIV,14.65,Thursday,12:49,20200924,1248
Desjardins CDN Pref Share ETF,DCP,10.15,Thursday,12:49,20200924,1248
Dynamic Ishares Act Global Fin Ser ETF,DXF,0.6876,Thursday,12:49,20200924,1248
Brompton Na Financials Dividend ETF,BFIN,7.04,Thursday,12:49,20200924,1248
Boralex Inc,BLX,12.13,Thursday,12:49,20200924,1248
Bri Chem Corp,BRY,3.13,Thursday,12:49,20200924,1248
Blackberry Limited,BB,5.04,Thursday,12:49,20200924,1248
Baytex Energy Corp,BTE,0.3502,Thursday,12:49,20200924,1248
Enerplus Corp,ERF,1.8,Thursday,12:49,20200924,1248
Evolve Innovation Index ETF,EDGE,0.5036,Thursday,12:49,20200924,1248
Entree Resources Ltd,ETG,14.53,Thursday,12:49,20200924,1248
Electrovaya Inc,EFL,8.71,Thursday,12:49,20200924,1248
Ensign Energy Services Inc,ESI,10.45,Thursday,12:49,20200924,1248
Evolve Active Global Fixed Income ETF,EARN,11.09,Thursday,12:49,20200924,1248
Exemplar Growth and Income Fund ETF,EGIF,12.55,Thursday,12:49,20200924,1248
Energy Fuels Inc,EFR,11.67,Thursday,12:49,20200924,1248
Aeterna Zentaris Inc,AEZS,0.3448,Thursday,12:49,20200924,1248
Equinox Gold Corp,EQX,11.31,Thursday,12:49,20200924,1248
Alamos Gold Inc Cls A,AGI,8.8,Thursday,12:49,20200924,1248
Argonaut Gold Inc,AR,3.125,Thursday,12:49,20200924,1248
Euromax Resources Ltd,EOX,1.37,Thursday,12:49,20200924,1248
Aimia Inc,AIM,2.05,Thursday,12:49,20200924,1248
Andlauer Healthcare Group Inc,AND,9.7,Thursday,12:49,20200924,1248
Acuityads Holdings Inc,AT,1.98,Thursday,12:49,20200924,1248
Aurora Cannabis Inc,ACB,5.22,Thursday,12:49,20200924,1248
Avino Silver and Gold Mines Ltd,ASM,1.0001,Thursday,12:49,20200924,1248
Apollo Healthcare Corp.,AHC,1.375,Thursday,12:49,20200924,1248
Atrium Mortgage Investment Corp,AI,2.65,Thursday,12:49,20200924,1248
Aphria Inc,APHA,4.2926,Thursday,12:49,20200924,1248
Anglo Pacific Group Plc,APY,10.34,Thursday,12:49,20200924,1248
Auryn Resources Inc,AUG,1.95,Thursday,12:49,20200924,1248
Agjunction Inc,AJX,9.15,Thursday,12:49,20200924,1248
Alexco Resource Corp,AXU,2.7,Thursday,12:49,20200924,1248
Intertape Polymer,ITP,0.474,Thursday,12:49,20200924,1248
Intellipharmaceutics International Inc,IPCI,0.2106,Thursday,12:49,20200924,1248
Imperial Metals Corp,III,2.022,Thursday,12:49,20200924,1248
Imv Inc.,IMV,4.315,Thursday,12:49,20200924,1248
Industrial Alliance Ins & Fin Srv Inc,IAG,3.775,Thursday,12:49,20200924,1248
First Mining Gold Corp,FF,11.48,Thursday,12:49,20200924,1248
Franklin Libertyqt Intl Eqt Index ETF,FLDM,7.27,Thursday,12:49,20200924,1248
Imperial Oil,IMO,12.61,Thursday,12:49,20200924,1248
Ishares 1-10 Yr Laddered Corp Bond ETF,CBH,8.89,Thursday,12:49,20200924,1248
CI First Asset European Bank ETF,FHB,14.61,Thursday,12:49,20200924,1248
Evolve Automobile Innovation Idx Hgd ETF,CARS,7.81,Thursday,12:49,20200924,1248
Cameco Corp,CCO,0.9289,Thursday,12:49,20200924,1248
CI First Asset Shrt Term Govt Bond Indx,FGB,2.3448,Thursday,12:49,20200924,1248
Fortune Mnrl J,FT,6.83,Thursday,12:49,20200924,1248
Chesswood Group Limited,CHW,7.92,Thursday,12:49,20200924,1248
CI Financial Corp,CIX,13.77,Thursday,12:49,20200924,1248
CI Marret Alternative Enhanced Yield ETF,CMEY,0.0001,Thursday,12:49,20200924,1248
Clearwater Seafoods Incorporated,CLR,12.73,Thursday,12:49,20200924,1248
CIBC Global Growth ETF,CGLO,4.96,Thursday,12:49,20200924,1248
BMO Global Communications Index ETF,COMM,8.4,Thursday,12:49,20200924,1248
Canarc Res J,CCM,2.0,Thursday,12:49,20200924,1248
Cae Inc,CAE,14.08,Thursday,12:49,20200924,1248
CI Global Real Asset Private Pool ETF,CGRA,0.0042,Thursday,12:49,20200924,1248
Capstone Mining Corp,CS,9.62,Thursday,12:49,20200924,1248
Ishares 1-5 Yr Ladder Govt Bond ETF,CLF,5.76,Thursday,12:49,20200924,1248
Ishares 1-5Yr Laddered Corp Bond ETF,CBO,13.3,Thursday,12:49,20200924,1248
Crescent Point Energy Corp,CPG,1.275,Thursday,12:49,20200924,1248
Celestica Inc Sv,CLS,7.08,Thursday,12:49,20200924,1248
Champion Iron Limited,CIA,5.32,Thursday,12:49,20200924,1248
Cenovus Energy Inc,CVE,3.93,Thursday,12:49,20200924,1248
Ishares Global Monthly Dividend ETF,CYH,3.78,Thursday,12:49,20200924,1248
Just Energy Group Inc,JE,0.4801,Thursday,12:49,20200924,1248
Cronos Group Inc,CRON,5.18,Thursday,12:49,20200924,1248
Keyera Corp,KEY,11.62,Thursday,12:50,20200924,1248
Lithium Americas Corp,LAC,7.41,Thursday,12:50,20200924,1248
Osisko Gold Royalties Ltd,OR,11.69,Thursday,12:50,20200924,1248
Ovintiv Inc,OVV,8.77,Thursday,12:50,20200924,1248
Organigram Holdings Inc,OGI,1.095,Thursday,12:50,20200924,1248
Evolve Global Healthcare Enhance Yld ETF,LIFE,3.8391,Thursday,12:50,20200924,1248
Excelsior Mining Corp,MIN,3.8,Thursday,12:50,20200924,1248
Quarterhill Inc,QTRH,1.2,Thursday,12:50,20200924,1248
Obsidian Energy Ltd,OBE,0.163,Thursday,12:50,20200924,1248
Mullen Group Ltd,MTL,1.52,Thursday,12:50,20200924,1248
Methanex Corp,MX,13.21,Thursday,12:50,20200924,1248
Magna International Inc,MG,3.85,Thursday,12:50,20200924,1248
Mcewen Mining Inc,MUX,1.005,Thursday,12:50,20200924,1248
Mackenzie Max Dvrs US Index ETF,MUS,12.51,Thursday,12:50,20200924,1248
Mackenzie Floating Rate Income ETF,MFT,13.34,Thursday,12:50,20200924,1248
Manulife Fin,MFC,13.71,Thursday,12:50,20200924,1248
Mav Beauty Brands Inc,MAV,10.76,Thursday,12:50,20200924,1248
Nexa Resources S.A.,NEXA,6.03,Thursday,12:50,20200924,1248
Horizons Active Ai Global Equity ETF,MIND,2.05,Thursday,12:50,20200924,1248
New Millennium Iron Corp,NML,2.34,Thursday,12:50,20200924,1248
Medicenna Therapeutics Corp,MDNA,3.755,Thursday,12:50,20200924,1248
Mogo Inc,MOGO,1.4567,Thursday,12:50,20200924,1248
Neovasc Inc,NVCN,2.06,Thursday,12:50,20200924,1248
Nexj Systems Inc,NXJ,13.49,Thursday,12:50,20200924,1248
New Gold Inc,NGD,1.66,Thursday,12:50,20200924,1248
Nexgen Energy Ltd,NXE,1.65,Thursday,12:50,20200924,1248
Nextsource Materials Inc,NEXT,2.845,Thursday,12:50,20200924,1248
Resolute Forest Products Inc,RFP,4.38,Thursday,12:50,20200924,1248
RBC US Banks Yield Index ETF CAD,RUBY,4.605,Thursday,12:50,20200924,1248
RBC Quant Emrg Mkts Div Leaders ETF,RXD,12.6,Thursday,12:50,20200924,1248
Neptune Wellness Solutions Inc,NEPT,2.215,Thursday,12:50,20200924,1248
RBC Quant Global Infras Leaders ETF,RIG,0.9104,Thursday,12:50,20200924,1248
Canopy Rivers Inc,RIV,14.39,Thursday,12:50,20200924,1248
Powershares 1 To 3 Yr Lad Float Rate ETF,PFL,9.95,Thursday,12:50,20200924,1248
RBC Target 2021 Corp Bond Index ETF,RQI,10.81,Thursday,12:50,20200924,1248
Purpose Intl Dividend Fund ETF,PID,12.52,Thursday,12:50,20200924,1248
Purpose Multi Strategy Mkt Neutral Fund,PMM,7.73,Thursday,12:50,20200924,1248
Sprott Physical Gold Trust CAD,PHYS,14.97,Thursday,12:50,20200924,1248
Prairie Provident Resources Inc,PPR,4.45,Thursday,12:50,20200924,1248
CPI Card Group Inc,PMTS,1.86,Thursday,12:50,20200924,1248
Platinum Group Metals Ltd,PTM,10.47,Thursday,12:50,20200924,1248
Peyto Exploration and Dvlpmnt Corp,PEY,13.98,Thursday,12:50,20200924,1248
Purpose Best Ideas Fund ETF,PBI,5.07,Thursday,12:50,20200924,1248
Pretium Resources Inc,PVG,12.55,Thursday,12:50,20200924,1248
Purpose Enhanced Dividend Fund ETF,PDIV,0.06,Thursday,12:50,20200924,1248
Sentry Select Primary Metals Corp,PME,1.41,Thursday,12:50,20200924,1248
Picton Mahoney Multi Strat Alt Fund ETF,PFMS,0.003,Thursday,12:50,20200924,1248
Primo Water Corporation,PRMW,13.85,Thursday,12:50,20200924,1248
Americas Silver Corp,USA,5.8,Thursday,12:50,20200924,1248
Phx Energy Services Corp,PHX,1.66,Thursday,12:50,20200924,1248
Purpose Diversified Real Asset Fund ETF,PRA,14.49,Thursday,12:50,20200924,1248
Transatlantic Petroleum Ltd,TNP,7.3,Thursday,12:50,20200924,1248
Trisura Group Ltd,TSU,12.23,Thursday,12:50,20200924,1248
Trevali Mining Corp,TV,6.24,Thursday,12:50,20200924,1248
Tecsys Inc J,TCS,6.28,Thursday,12:50,20200924,1248
Turquoise Hill Resources Ltd,TRQ,0.8256,Thursday,12:50,20200924,1248
TD S&P TSX Capped Comp Index ETF,TTP,12.01,Thursday,12:50,20200924,1248
Trillium Therapeutics Inc,TRIL,13.75,Thursday,12:50,20200924,1248
Vermilion Energy Inc,VET,2.56,Thursday,12:50,20200924,1248
CI First Asset US Trendleaders ETF,SID,2.865,Thursday,12:50,20200924,1248
Westport Fuel Systems Inc,WPRT,1.66,Thursday,12:50,20200924,1248
Silvercorp Metals Inc,SVM,7.09,Thursday,12:50,20200924,1248
Village Farms International Inc,VFF,4.9,Thursday,12:50,20200924,1248
Scotia Strategic Intl Eqty ETF Portfolio,SINT,1.76,Thursday,12:50,20200924,1248
Vista Gold Corp,VGZ,1.095,Thursday,12:50,20200924,1248
The Second Cup Ltd,SCU,11.05,Thursday,12:50,20200924,1248
Suncor Energy Inc,SU,12.65,Thursday,12:50,20200924,1248
Sandstorm Gold Ltd,SSL,7.45,Thursday,12:50,20200924,1248
Stella Jones Inc,SJ,6.08,Thursday,12:50,20200924,1248
Tmx Group Limited,X,7.1,Thursday,12:50,20200924,1248
Ishares MSCI EAFE Index ETF,XIN,1.75,Thursday,12:50,20200924,1248
General Moly Inc,GMO,0.1169,Thursday,12:53,20200924,1251
Glg Life Tech Corp,GLG,2.39,Thursday,12:53,20200924,1251
Galiano Gold Inc,GAU,1.37,Thursday,12:53,20200924,1251
Global Atomic Corp,GLO,9.01,Thursday,12:53,20200924,1251
Gran Tierra Energy Inc,GTE,0.2502,Thursday,12:53,20200924,1251
Gold Standard Ventures Corp,GSV,0.7303,Thursday,12:53,20200924,1251
Goodfellow Inc,GDL,8.4,Thursday,12:53,20200924,1251
Geodrill Limited,GEO,10.73,Thursday,12:53,20200924,1251
Betapro S&P TSX 60 Daily Inverse ETF,HIX,6.44,Thursday,12:53,20200924,1251
Accelerate Absolute Return Hdg Fund ETF,HDGE,4.58,Thursday,12:53,20200924,1251
Horizons Active CDN Dividend ETF,HAL,12.39,Thursday,12:53,20200924,1251
Helix Biopharm,HBP,2.14,Thursday,12:53,20200924,1251
Horizons Enhanced Income Gold Prod ETF,HEP,12.46,Thursday,12:53,20200924,1251
Hudbay Minerals Inc,HBM,3.9,Thursday,12:53,20200924,1251
Horizons Active Pref Share ETF,HPR,0.2548,Thursday,12:53,20200924,1251
Horizons Active High Yield Bond ETF,HYI,13.98,Thursday,12:53,20200924,1251
Horizons Resolve Adptv Asset Alloc ETF,HRAA,0.0061,Thursday,12:53,20200924,1251
Hexo Corp,HEXO,0.6399,Thursday,12:53,20200924,1251
Dbox Technologies Inc,DBO,7.17,Thursday,12:53,20200924,1251
Dynamic Ishares Act Global Fin Ser ETF,DXF,0.6876,Thursday,12:53,20200924,1251
Dividend Select 15 Corp,DS,1.19,Thursday,12:53,20200924,1251
Diversified Royalty Corp,DIV,14.66,Thursday,12:53,20200924,1251
Desjardins CDN Pref Share ETF,DCP,10.19,Thursday,12:53,20200924,1251
Blackberry Limited,BB,5.04,Thursday,12:53,20200924,1251
Bellus Health Inc,BLU,2.165,Thursday,12:53,20200924,1251
Boralex Inc,BLX,12.13,Thursday,12:53,20200924,1251
First Trust Indxx Innov Trans Proc ETF,BLCK,1.1,Thursday,12:53,20200924,1251
Brompton Na Financials Dividend ETF,BFIN,7.04,Thursday,12:53,20200924,1251
Baytex Energy Corp,BTE,0.35,Thursday,12:53,20200924,1251
Entree Resources Ltd,ETG,14.53,Thursday,12:53,20200924,1251
Enerplus Corp,ERF,1.8,Thursday,12:53,20200924,1251
Ensign Energy Services Inc,ESI,10.48,Thursday,12:53,20200924,1251
Evolve Active Global Fixed Income ETF,EARN,11.13,Thursday,12:53,20200924,1251
Bri Chem Corp,BRY,3.13,Thursday,12:53,20200924,1251
Energy Fuels Inc,EFR,11.67,Thursday,12:53,20200924,1251
Evolve Innovation Index ETF,EDGE,0.5036,Thursday,12:53,20200924,1251
Electrovaya Inc,EFL,8.71,Thursday,12:53,20200924,1251
Alamos Gold Inc Cls A,AGI,8.78,Thursday,12:53,20200924,1251
Exemplar Growth and Income Fund ETF,EGIF,12.55,Thursday,12:53,20200924,1251
Aimia Inc,AIM,2.0435,Thursday,12:53,20200924,1251
Andlauer Healthcare Group Inc,AND,9.7,Thursday,12:53,20200924,1251
Euromax Resources Ltd,EOX,1.37,Thursday,12:53,20200924,1251
Equinox Gold Corp,EQX,11.34,Thursday,12:53,20200924,1251
Avino Silver and Gold Mines Ltd,ASM,1.01,Thursday,12:53,20200924,1251
Acuityads Holdings Inc,AT,1.975,Thursday,12:53,20200924,1251
Aeterna Zentaris Inc,AEZS,0.3448,Thursday,12:53,20200924,1251
Argonaut Gold Inc,AR,3.125,Thursday,12:53,20200924,1251
Aurora Cannabis Inc,ACB,5.19,Thursday,12:53,20200924,1251
Aphria Inc,APHA,4.29,Thursday,12:53,20200924,1251
Anglo Pacific Group Plc,APY,10.34,Thursday,12:53,20200924,1251
Atrium Mortgage Investment Corp,AI,2.66,Thursday,12:53,20200924,1251
Agjunction Inc,AJX,9.15,Thursday,12:53,20200924,1251
Apollo Healthcare Corp.,AHC,1.375,Thursday,12:53,20200924,1251
Intellipharmaceutics International Inc,IPCI,0.2106,Thursday,12:53,20200924,1251
Auryn Resources Inc,AUG,1.95,Thursday,12:53,20200924,1251
Imperial Metals Corp,III,2.035,Thursday,12:53,20200924,1251
Intertape Polymer,ITP,0.474,Thursday,12:53,20200924,1251
Alexco Resource Corp,AXU,2.7,Thursday,12:53,20200924,1251
Imperial Oil,IMO,12.62,Thursday,12:53,20200924,1251
CI First Asset European Bank ETF,FHB,14.63,Thursday,12:53,20200924,1251
